"","beta","gamma","N","muw","state"
"635",0.08,0.8,100,0.04,TRUE
"636",0.08,0.8,100,0.05,TRUE
"637",0.08,0.8,100,0.06,TRUE
"638",0.08,0.8,100,0.07,TRUE
"639",0.08,0.8,100,0.08,TRUE
"640",0.08,0.8,100,0.09,TRUE
"641",0.08,0.8,100,0.1,FALSE
"642",0.08,0.8,100,0.11,FALSE
"643",0.08,0.8,100,0.12,FALSE
"644",0.08,0.8,100,0.13,FALSE
"645",0.08,0.8,100,0.14,FALSE
"646",0.08,0.8,100,0.15,FALSE
"647",0.08,0.8,100,0.16,FALSE
"648",0.08,0.8,100,0.17,FALSE
"649",0.08,0.8,100,0.18,FALSE
"650",0.08,0.8,100,0.19,FALSE
"651",0.08,0.8,100,0.2,FALSE
"652",0.08,0.8,100,0.21,FALSE
"653",0.08,0.8,100,0.22,FALSE
"654",0.08,0.8,100,0.23,FALSE
"655",0.08,0.8,100,0.24,FALSE
"656",0.08,0.8,100,0.25,FALSE
"657",0.08,0.8,100,0.26,FALSE
"658",0.08,0.8,100,0.27,FALSE
"659",0.08,0.8,100,0.28,FALSE
"660",0.08,0.8,100,0.29,FALSE
"661",0.08,0.8,100,0.3,FALSE
"662",0.08,0.8,100,0.31,FALSE
"663",0.08,0.8,100,0.32,FALSE
"664",0.08,0.8,100,0.33,FALSE
"665",0.08,0.8,100,0.34,FALSE
"666",0.08,0.8,100,0.35,FALSE
"667",0.08,0.8,100,0.36,FALSE
"668",0.08,0.8,100,0.37,FALSE
"669",0.08,0.8,100,0.38,FALSE
"670",0.08,0.8,100,0.39,FALSE
"671",0.08,0.8,100,0.4,FALSE
"672",0.08,0.8,100,0.41,FALSE
"673",0.08,0.8,100,0.42,FALSE
"674",0.08,0.8,100,0.43,FALSE
"675",0.08,0.8,100,0.44,FALSE
"676",0.08,0.8,100,0.45,FALSE
"677",0.08,0.8,100,0.46,FALSE
"678",0.08,0.8,100,0.47,FALSE
"679",0.08,0.8,100,0.48,FALSE
"680",0.08,0.8,100,0.49,FALSE
"681",0.08,0.8,100,0.5,FALSE
"682",0.08,0.8,100,0.51,FALSE
"683",0.08,0.8,100,0.52,FALSE
"684",0.08,0.8,100,0.53,FALSE
"685",0.08,0.8,100,0.54,FALSE
"686",0.08,0.8,100,0.55,FALSE
"687",0.08,0.8,100,0.56,FALSE
"688",0.08,0.8,100,0.57,FALSE
"689",0.08,0.8,100,0.58,FALSE
"690",0.08,0.8,100,0.59,FALSE
"691",0.08,0.8,100,0.6,FALSE
"692",0.08,0.8,100,0.61,FALSE
"693",0.08,0.8,100,0.62,FALSE
"694",0.08,0.8,100,0.63,FALSE
"695",0.08,0.8,100,0.64,FALSE
"696",0.08,0.8,100,0.65,FALSE
"697",0.08,0.8,100,0.66,FALSE
"698",0.08,0.8,100,0.67,FALSE
"699",0.08,0.8,100,0.68,FALSE
"700",0.08,0.8,100,0.69,FALSE
"701",0.08,0.8,100,0.7,FALSE
"702",0.08,0.8,100,0.71,FALSE
"703",0.08,0.8,100,0.72,FALSE
"704",0.08,0.8,100,0.73,FALSE
"705",0.08,0.8,100,0.74,FALSE
"706",0.08,0.8,100,0.75,FALSE
"707",0.08,0.8,100,0.76,FALSE
"708",0.08,0.8,100,0.77,FALSE
"709",0.08,0.8,100,0.78,FALSE
"710",0.08,0.8,100,0.79,FALSE
"711",0.08,0.8,100,0.8,FALSE
"712",0.08,0.8,100,0.81,FALSE
"713",0.08,0.8,100,0.82,FALSE
"714",0.08,0.8,100,0.83,FALSE
"715",0.08,0.8,100,0.84,FALSE
"716",0.08,0.8,100,0.85,FALSE
"717",0.08,0.8,100,0.86,FALSE
"718",0.08,0.8,100,0.87,FALSE
"719",0.08,0.8,100,0.88,FALSE
"720",0.08,0.8,100,0.89,FALSE
"721",0.08,0.8,100,0.9,FALSE
"722",0.09,0.8,100,0.01,TRUE
"723",0.09,0.8,100,0.02,TRUE
"724",0.09,0.8,100,0.03,TRUE
"725",0.09,0.8,100,0.04,TRUE
"726",0.09,0.8,100,0.05,TRUE
"727",0.09,0.8,100,0.06,TRUE
"728",0.09,0.8,100,0.07,TRUE
"729",0.09,0.8,100,0.08,TRUE
"730",0.09,0.8,100,0.09,FALSE
"731",0.09,0.8,100,0.1,FALSE
"732",0.09,0.8,100,0.11,FALSE
"733",0.09,0.8,100,0.12,FALSE
"734",0.09,0.8,100,0.13,FALSE
"735",0.09,0.8,100,0.14,FALSE
"736",0.09,0.8,100,0.15,FALSE
"737",0.09,0.8,100,0.16,FALSE
"738",0.09,0.8,100,0.17,FALSE
"739",0.09,0.8,100,0.18,FALSE
"740",0.09,0.8,100,0.19,FALSE
"741",0.09,0.8,100,0.2,FALSE
"742",0.09,0.8,100,0.21,FALSE
"743",0.09,0.8,100,0.22,FALSE
"744",0.09,0.8,100,0.23,FALSE
"745",0.09,0.8,100,0.24,FALSE
"746",0.09,0.8,100,0.25,FALSE
"747",0.09,0.8,100,0.26,FALSE
"748",0.09,0.8,100,0.27,FALSE
"749",0.09,0.8,100,0.28,FALSE
"750",0.09,0.8,100,0.29,FALSE
"751",0.09,0.8,100,0.3,FALSE
"752",0.09,0.8,100,0.31,FALSE
"753",0.09,0.8,100,0.32,FALSE
"754",0.09,0.8,100,0.33,FALSE
"755",0.09,0.8,100,0.34,FALSE
"756",0.09,0.8,100,0.35,FALSE
"757",0.09,0.8,100,0.36,FALSE
"758",0.09,0.8,100,0.37,FALSE
"759",0.09,0.8,100,0.38,FALSE
"760",0.09,0.8,100,0.39,FALSE
"761",0.09,0.8,100,0.4,FALSE
"762",0.09,0.8,100,0.41,FALSE
"763",0.09,0.8,100,0.42,FALSE
"764",0.09,0.8,100,0.43,FALSE
"765",0.09,0.8,100,0.44,FALSE
"766",0.09,0.8,100,0.45,FALSE
"767",0.09,0.8,100,0.46,FALSE
"768",0.09,0.8,100,0.47,FALSE
"769",0.09,0.8,100,0.48,FALSE
"770",0.09,0.8,100,0.49,FALSE
"771",0.09,0.8,100,0.5,FALSE
"772",0.09,0.8,100,0.51,FALSE
"773",0.09,0.8,100,0.52,FALSE
"774",0.09,0.8,100,0.53,FALSE
"775",0.09,0.8,100,0.54,FALSE
"776",0.09,0.8,100,0.55,FALSE
"777",0.09,0.8,100,0.56,FALSE
"778",0.09,0.8,100,0.57,FALSE
"779",0.09,0.8,100,0.58,FALSE
"780",0.09,0.8,100,0.59,FALSE
"781",0.09,0.8,100,0.6,FALSE
"782",0.09,0.8,100,0.61,FALSE
"783",0.09,0.8,100,0.62,FALSE
"784",0.09,0.8,100,0.63,FALSE
"785",0.09,0.8,100,0.64,FALSE
"786",0.09,0.8,100,0.65,FALSE
"787",0.09,0.8,100,0.66,FALSE
"788",0.09,0.8,100,0.67,FALSE
"789",0.09,0.8,100,0.68,FALSE
"790",0.09,0.8,100,0.69,FALSE
"791",0.09,0.8,100,0.7,FALSE
"792",0.09,0.8,100,0.71,FALSE
"793",0.09,0.8,100,0.72,FALSE
"794",0.09,0.8,100,0.73,FALSE
"795",0.09,0.8,100,0.74,FALSE
"796",0.09,0.8,100,0.75,FALSE
"797",0.09,0.8,100,0.76,FALSE
"798",0.09,0.8,100,0.77,FALSE
"799",0.09,0.8,100,0.78,FALSE
"800",0.09,0.8,100,0.79,FALSE
"801",0.09,0.8,100,0.8,FALSE
"802",0.09,0.8,100,0.81,FALSE
"803",0.09,0.8,100,0.82,FALSE
"804",0.09,0.8,100,0.83,FALSE
"805",0.09,0.8,100,0.84,FALSE
"806",0.09,0.8,100,0.85,FALSE
"807",0.09,0.8,100,0.86,FALSE
"808",0.09,0.8,100,0.87,FALSE
"809",0.09,0.8,100,0.88,FALSE
"810",0.09,0.8,100,0.89,FALSE
"811",0.09,0.8,100,0.9,FALSE
"812",0.1,0.8,100,0.01,TRUE
"813",0.1,0.8,100,0.02,TRUE
"814",0.1,0.8,100,0.03,TRUE
"815",0.1,0.8,100,0.04,TRUE
"816",0.1,0.8,100,0.05,TRUE
"817",0.1,0.8,100,0.06,TRUE
"818",0.1,0.8,100,0.07,TRUE
"819",0.1,0.8,100,0.08,FALSE
"820",0.1,0.8,100,0.09,FALSE
"821",0.1,0.8,100,0.1,FALSE
"822",0.1,0.8,100,0.11,FALSE
"823",0.1,0.8,100,0.12,FALSE
"824",0.1,0.8,100,0.13,FALSE
"825",0.1,0.8,100,0.14,FALSE
"826",0.1,0.8,100,0.15,FALSE
"827",0.1,0.8,100,0.16,FALSE
"828",0.1,0.8,100,0.17,FALSE
"829",0.1,0.8,100,0.18,FALSE
"830",0.1,0.8,100,0.19,FALSE
"831",0.1,0.8,100,0.2,FALSE
"832",0.1,0.8,100,0.21,FALSE
"833",0.1,0.8,100,0.22,FALSE
"834",0.1,0.8,100,0.23,FALSE
"835",0.1,0.8,100,0.24,FALSE
"836",0.1,0.8,100,0.25,FALSE
"837",0.1,0.8,100,0.26,FALSE
"838",0.1,0.8,100,0.27,FALSE
"839",0.1,0.8,100,0.28,FALSE
"840",0.1,0.8,100,0.29,FALSE
"841",0.1,0.8,100,0.3,FALSE
"842",0.1,0.8,100,0.31,FALSE
"843",0.1,0.8,100,0.32,FALSE
"844",0.1,0.8,100,0.33,FALSE
"845",0.1,0.8,100,0.34,FALSE
"846",0.1,0.8,100,0.35,FALSE
"847",0.1,0.8,100,0.36,FALSE
"848",0.1,0.8,100,0.37,FALSE
"849",0.1,0.8,100,0.38,FALSE
"850",0.1,0.8,100,0.39,FALSE
"851",0.1,0.8,100,0.4,FALSE
"852",0.1,0.8,100,0.41,FALSE
"853",0.1,0.8,100,0.42,FALSE
"854",0.1,0.8,100,0.43,FALSE
"855",0.1,0.8,100,0.44,FALSE
"856",0.1,0.8,100,0.45,FALSE
"857",0.1,0.8,100,0.46,FALSE
"858",0.1,0.8,100,0.47,FALSE
"859",0.1,0.8,100,0.48,FALSE
"860",0.1,0.8,100,0.49,FALSE
"861",0.1,0.8,100,0.5,FALSE
"862",0.1,0.8,100,0.51,FALSE
"863",0.1,0.8,100,0.52,FALSE
"864",0.1,0.8,100,0.53,FALSE
"865",0.1,0.8,100,0.54,FALSE
"866",0.1,0.8,100,0.55,FALSE
"867",0.1,0.8,100,0.56,FALSE
"868",0.1,0.8,100,0.57,FALSE
"869",0.1,0.8,100,0.58,FALSE
"870",0.1,0.8,100,0.59,FALSE
"871",0.1,0.8,100,0.6,FALSE
"872",0.1,0.8,100,0.61,FALSE
"873",0.1,0.8,100,0.62,FALSE
"874",0.1,0.8,100,0.63,FALSE
"875",0.1,0.8,100,0.64,FALSE
"876",0.1,0.8,100,0.65,FALSE
"877",0.1,0.8,100,0.66,FALSE
"878",0.1,0.8,100,0.67,FALSE
"879",0.1,0.8,100,0.68,FALSE
"880",0.1,0.8,100,0.69,FALSE
"881",0.1,0.8,100,0.7,FALSE
"882",0.1,0.8,100,0.71,FALSE
"883",0.1,0.8,100,0.72,FALSE
"884",0.1,0.8,100,0.73,FALSE
"885",0.1,0.8,100,0.74,FALSE
"886",0.1,0.8,100,0.75,FALSE
"887",0.1,0.8,100,0.76,FALSE
"888",0.1,0.8,100,0.77,FALSE
"889",0.1,0.8,100,0.78,FALSE
"890",0.1,0.8,100,0.79,FALSE
"891",0.1,0.8,100,0.8,FALSE
"892",0.1,0.8,100,0.81,FALSE
"893",0.1,0.8,100,0.82,FALSE
"894",0.1,0.8,100,0.83,FALSE
"895",0.1,0.8,100,0.84,FALSE
"896",0.1,0.8,100,0.85,FALSE
"897",0.1,0.8,100,0.86,FALSE
"898",0.1,0.8,100,0.87,FALSE
"899",0.1,0.8,100,0.88,FALSE
"900",0.1,0.8,100,0.89,FALSE
"901",0.1,0.8,100,0.9,FALSE
"902",0.11,0.8,100,0.01,TRUE
"903",0.11,0.8,100,0.02,TRUE
"904",0.11,0.8,100,0.03,TRUE
"905",0.11,0.8,100,0.04,TRUE
"906",0.11,0.8,100,0.05,TRUE
"907",0.11,0.8,100,0.06,TRUE
"908",0.11,0.8,100,0.07,FALSE
"909",0.11,0.8,100,0.08,FALSE
"910",0.11,0.8,100,0.09,FALSE
"911",0.11,0.8,100,0.1,FALSE
"912",0.11,0.8,100,0.11,FALSE
"913",0.11,0.8,100,0.12,FALSE
"914",0.11,0.8,100,0.13,FALSE
"915",0.11,0.8,100,0.14,FALSE
"916",0.11,0.8,100,0.15,FALSE
"917",0.11,0.8,100,0.16,FALSE
"918",0.11,0.8,100,0.17,FALSE
"919",0.11,0.8,100,0.18,FALSE
"920",0.11,0.8,100,0.19,FALSE
"921",0.11,0.8,100,0.2,FALSE
"922",0.11,0.8,100,0.21,FALSE
"923",0.11,0.8,100,0.22,FALSE
"924",0.11,0.8,100,0.23,FALSE
"925",0.11,0.8,100,0.24,FALSE
"926",0.11,0.8,100,0.25,FALSE
"927",0.11,0.8,100,0.26,FALSE
"928",0.11,0.8,100,0.27,FALSE
"929",0.11,0.8,100,0.28,FALSE
"930",0.11,0.8,100,0.29,FALSE
"931",0.11,0.8,100,0.3,FALSE
"932",0.11,0.8,100,0.31,FALSE
"933",0.11,0.8,100,0.32,FALSE
"934",0.11,0.8,100,0.33,FALSE
"935",0.11,0.8,100,0.34,FALSE
"936",0.11,0.8,100,0.35,FALSE
"937",0.11,0.8,100,0.36,FALSE
"938",0.11,0.8,100,0.37,FALSE
"939",0.11,0.8,100,0.38,FALSE
"940",0.11,0.8,100,0.39,FALSE
"941",0.11,0.8,100,0.4,FALSE
"942",0.11,0.8,100,0.41,FALSE
"943",0.11,0.8,100,0.42,FALSE
"944",0.11,0.8,100,0.43,FALSE
"945",0.11,0.8,100,0.44,FALSE
"946",0.11,0.8,100,0.45,FALSE
"947",0.11,0.8,100,0.46,FALSE
"948",0.11,0.8,100,0.47,FALSE
"949",0.11,0.8,100,0.48,FALSE
"950",0.11,0.8,100,0.49,FALSE
"951",0.11,0.8,100,0.5,FALSE
"952",0.11,0.8,100,0.51,FALSE
"953",0.11,0.8,100,0.52,FALSE
"954",0.11,0.8,100,0.53,FALSE
"955",0.11,0.8,100,0.54,FALSE
"956",0.11,0.8,100,0.55,FALSE
"957",0.11,0.8,100,0.56,FALSE
"958",0.11,0.8,100,0.57,FALSE
"959",0.11,0.8,100,0.58,FALSE
"960",0.11,0.8,100,0.59,FALSE
"961",0.11,0.8,100,0.6,FALSE
"962",0.11,0.8,100,0.61,FALSE
"963",0.11,0.8,100,0.62,FALSE
"964",0.11,0.8,100,0.63,FALSE
"965",0.11,0.8,100,0.64,FALSE
"966",0.11,0.8,100,0.65,FALSE
"967",0.11,0.8,100,0.66,FALSE
"968",0.11,0.8,100,0.67,FALSE
"969",0.11,0.8,100,0.68,FALSE
"970",0.11,0.8,100,0.69,FALSE
"971",0.11,0.8,100,0.7,FALSE
"972",0.11,0.8,100,0.71,FALSE
"973",0.11,0.8,100,0.72,FALSE
"974",0.11,0.8,100,0.73,FALSE
"975",0.11,0.8,100,0.74,FALSE
"976",0.11,0.8,100,0.75,FALSE
"977",0.11,0.8,100,0.76,FALSE
"978",0.11,0.8,100,0.77,FALSE
"979",0.11,0.8,100,0.78,FALSE
"980",0.11,0.8,100,0.79,FALSE
"981",0.11,0.8,100,0.8,FALSE
"982",0.11,0.8,100,0.81,FALSE
"983",0.11,0.8,100,0.82,FALSE
"984",0.11,0.8,100,0.83,FALSE
"985",0.11,0.8,100,0.84,FALSE
"986",0.11,0.8,100,0.85,FALSE
"987",0.11,0.8,100,0.86,FALSE
"988",0.11,0.8,100,0.87,FALSE
"989",0.11,0.8,100,0.88,FALSE
"990",0.11,0.8,100,0.89,FALSE
"991",0.11,0.8,100,0.9,FALSE
"992",0.12,0.8,100,0.01,TRUE
"993",0.12,0.8,100,0.02,TRUE
"994",0.12,0.8,100,0.03,TRUE
"995",0.12,0.8,100,0.04,TRUE
"996",0.12,0.8,100,0.05,TRUE
"997",0.12,0.8,100,0.06,FALSE
"998",0.12,0.8,100,0.07,FALSE
"999",0.12,0.8,100,0.08,FALSE
"1000",0.12,0.8,100,0.09,FALSE
"1001",0.12,0.8,100,0.1,FALSE
"1002",0.12,0.8,100,0.11,FALSE
"1003",0.12,0.8,100,0.12,FALSE
"1004",0.12,0.8,100,0.13,FALSE
"1005",0.12,0.8,100,0.14,FALSE
"1006",0.12,0.8,100,0.15,FALSE
"1007",0.12,0.8,100,0.16,FALSE
"1008",0.12,0.8,100,0.17,FALSE
"1009",0.12,0.8,100,0.18,FALSE
"1010",0.12,0.8,100,0.19,FALSE
"1011",0.12,0.8,100,0.2,FALSE
"1012",0.12,0.8,100,0.21,FALSE
"1013",0.12,0.8,100,0.22,FALSE
"1014",0.12,0.8,100,0.23,FALSE
"1015",0.12,0.8,100,0.24,FALSE
"1016",0.12,0.8,100,0.25,FALSE
"1017",0.12,0.8,100,0.26,FALSE
"1018",0.12,0.8,100,0.27,FALSE
"1019",0.12,0.8,100,0.28,FALSE
"1020",0.12,0.8,100,0.29,FALSE
"1021",0.12,0.8,100,0.3,FALSE
"1022",0.12,0.8,100,0.31,FALSE
"1023",0.12,0.8,100,0.32,FALSE
"1024",0.12,0.8,100,0.33,FALSE
"1025",0.12,0.8,100,0.34,FALSE
"1026",0.12,0.8,100,0.35,FALSE
"1027",0.12,0.8,100,0.36,FALSE
"1028",0.12,0.8,100,0.37,FALSE
"1029",0.12,0.8,100,0.38,FALSE
"1030",0.12,0.8,100,0.39,FALSE
"1031",0.12,0.8,100,0.4,FALSE
"1032",0.12,0.8,100,0.41,FALSE
"1033",0.12,0.8,100,0.42,FALSE
"1034",0.12,0.8,100,0.43,FALSE
"1035",0.12,0.8,100,0.44,FALSE
"1036",0.12,0.8,100,0.45,FALSE
"1037",0.12,0.8,100,0.46,FALSE
"1038",0.12,0.8,100,0.47,FALSE
"1039",0.12,0.8,100,0.48,FALSE
"1040",0.12,0.8,100,0.49,FALSE
"1041",0.12,0.8,100,0.5,FALSE
"1042",0.12,0.8,100,0.51,FALSE
"1043",0.12,0.8,100,0.52,FALSE
"1044",0.12,0.8,100,0.53,FALSE
"1045",0.12,0.8,100,0.54,FALSE
"1046",0.12,0.8,100,0.55,FALSE
"1047",0.12,0.8,100,0.56,FALSE
"1048",0.12,0.8,100,0.57,FALSE
"1049",0.12,0.8,100,0.58,FALSE
"1050",0.12,0.8,100,0.59,FALSE
"1051",0.12,0.8,100,0.6,FALSE
"1052",0.12,0.8,100,0.61,FALSE
"1053",0.12,0.8,100,0.62,FALSE
"1054",0.12,0.8,100,0.63,FALSE
"1055",0.12,0.8,100,0.64,FALSE
"1056",0.12,0.8,100,0.65,FALSE
"1057",0.12,0.8,100,0.66,FALSE
"1058",0.12,0.8,100,0.67,FALSE
"1059",0.12,0.8,100,0.68,FALSE
"1060",0.12,0.8,100,0.69,FALSE
"1061",0.12,0.8,100,0.7,FALSE
"1062",0.12,0.8,100,0.71,FALSE
"1063",0.12,0.8,100,0.72,FALSE
"1064",0.12,0.8,100,0.73,FALSE
"1065",0.12,0.8,100,0.74,FALSE
"1066",0.12,0.8,100,0.75,FALSE
"1067",0.12,0.8,100,0.76,FALSE
"1068",0.12,0.8,100,0.77,FALSE
"1069",0.12,0.8,100,0.78,FALSE
"1070",0.12,0.8,100,0.79,FALSE
"1071",0.12,0.8,100,0.8,FALSE
"1072",0.12,0.8,100,0.81,FALSE
"1073",0.12,0.8,100,0.82,FALSE
"1074",0.12,0.8,100,0.83,FALSE
"1075",0.12,0.8,100,0.84,FALSE
"1076",0.12,0.8,100,0.85,FALSE
"1077",0.12,0.8,100,0.86,FALSE
"1078",0.12,0.8,100,0.87,FALSE
"1079",0.12,0.8,100,0.88,FALSE
"1080",0.12,0.8,100,0.89,FALSE
"1081",0.12,0.8,100,0.9,FALSE
"1082",0.13,0.8,100,0.01,TRUE
"1083",0.13,0.8,100,0.02,TRUE
"1084",0.13,0.8,100,0.03,TRUE
"1085",0.13,0.8,100,0.04,TRUE
"1086",0.13,0.8,100,0.05,TRUE
"1087",0.13,0.8,100,0.06,FALSE
"1088",0.13,0.8,100,0.07,FALSE
"1089",0.13,0.8,100,0.08,FALSE
"1090",0.13,0.8,100,0.09,FALSE
"1091",0.13,0.8,100,0.1,FALSE
"1092",0.13,0.8,100,0.11,FALSE
"1093",0.13,0.8,100,0.12,FALSE
"1094",0.13,0.8,100,0.13,FALSE
"1095",0.13,0.8,100,0.14,FALSE
"1096",0.13,0.8,100,0.15,FALSE
"1097",0.13,0.8,100,0.16,FALSE
"1098",0.13,0.8,100,0.17,FALSE
"1099",0.13,0.8,100,0.18,FALSE
"1100",0.13,0.8,100,0.19,FALSE
"1101",0.13,0.8,100,0.2,FALSE
"1102",0.13,0.8,100,0.21,FALSE
"1103",0.13,0.8,100,0.22,FALSE
"1104",0.13,0.8,100,0.23,FALSE
"1105",0.13,0.8,100,0.24,FALSE
"1106",0.13,0.8,100,0.25,FALSE
"1107",0.13,0.8,100,0.26,FALSE
"1108",0.13,0.8,100,0.27,FALSE
"1109",0.13,0.8,100,0.28,FALSE
"1110",0.13,0.8,100,0.29,FALSE
"1111",0.13,0.8,100,0.3,FALSE
"1112",0.13,0.8,100,0.31,FALSE
"1113",0.13,0.8,100,0.32,FALSE
"1114",0.13,0.8,100,0.33,FALSE
"1115",0.13,0.8,100,0.34,FALSE
"1116",0.13,0.8,100,0.35,FALSE
"1117",0.13,0.8,100,0.36,FALSE
"1118",0.13,0.8,100,0.37,FALSE
"1119",0.13,0.8,100,0.38,FALSE
"1120",0.13,0.8,100,0.39,FALSE
"1121",0.13,0.8,100,0.4,FALSE
"1122",0.13,0.8,100,0.41,FALSE
"1123",0.13,0.8,100,0.42,FALSE
"1124",0.13,0.8,100,0.43,FALSE
"1125",0.13,0.8,100,0.44,FALSE
"1126",0.13,0.8,100,0.45,FALSE
"1127",0.13,0.8,100,0.46,FALSE
"1128",0.13,0.8,100,0.47,FALSE
"1129",0.13,0.8,100,0.48,FALSE
"1130",0.13,0.8,100,0.49,FALSE
"1131",0.13,0.8,100,0.5,FALSE
"1132",0.13,0.8,100,0.51,FALSE
"1133",0.13,0.8,100,0.52,FALSE
"1134",0.13,0.8,100,0.53,FALSE
"1135",0.13,0.8,100,0.54,FALSE
"1136",0.13,0.8,100,0.55,FALSE
"1137",0.13,0.8,100,0.56,FALSE
"1138",0.13,0.8,100,0.57,FALSE
"1139",0.13,0.8,100,0.58,FALSE
"1140",0.13,0.8,100,0.59,FALSE
"1141",0.13,0.8,100,0.6,FALSE
"1142",0.13,0.8,100,0.61,FALSE
"1143",0.13,0.8,100,0.62,FALSE
"1144",0.13,0.8,100,0.63,FALSE
"1145",0.13,0.8,100,0.64,FALSE
"1146",0.13,0.8,100,0.65,FALSE
"1147",0.13,0.8,100,0.66,FALSE
"1148",0.13,0.8,100,0.67,FALSE
"1149",0.13,0.8,100,0.68,FALSE
"1150",0.13,0.8,100,0.69,FALSE
"1151",0.13,0.8,100,0.7,FALSE
"1152",0.13,0.8,100,0.71,FALSE
"1153",0.13,0.8,100,0.72,FALSE
"1154",0.13,0.8,100,0.73,FALSE
"1155",0.13,0.8,100,0.74,FALSE
"1156",0.13,0.8,100,0.75,FALSE
"1157",0.13,0.8,100,0.76,FALSE
"1158",0.13,0.8,100,0.77,FALSE
"1159",0.13,0.8,100,0.78,FALSE
"1160",0.13,0.8,100,0.79,FALSE
"1161",0.13,0.8,100,0.8,FALSE
"1162",0.13,0.8,100,0.81,FALSE
"1163",0.13,0.8,100,0.82,FALSE
"1164",0.13,0.8,100,0.83,FALSE
"1165",0.13,0.8,100,0.84,FALSE
"1166",0.13,0.8,100,0.85,FALSE
"1167",0.13,0.8,100,0.86,FALSE
"1168",0.13,0.8,100,0.87,FALSE
"1169",0.13,0.8,100,0.88,FALSE
"1170",0.13,0.8,100,0.89,FALSE
"1171",0.13,0.8,100,0.9,FALSE
"1172",0.14,0.8,100,0.01,TRUE
"1173",0.14,0.8,100,0.02,TRUE
"1174",0.14,0.8,100,0.03,TRUE
"1175",0.14,0.8,100,0.04,TRUE
"1176",0.14,0.8,100,0.05,FALSE
"1177",0.14,0.8,100,0.06,FALSE
"1178",0.14,0.8,100,0.07,FALSE
"1179",0.14,0.8,100,0.08,FALSE
"1180",0.14,0.8,100,0.09,FALSE
"1181",0.14,0.8,100,0.1,FALSE
"1182",0.14,0.8,100,0.11,FALSE
"1183",0.14,0.8,100,0.12,FALSE
"1184",0.14,0.8,100,0.13,FALSE
"1185",0.14,0.8,100,0.14,FALSE
"1186",0.14,0.8,100,0.15,FALSE
"1187",0.14,0.8,100,0.16,FALSE
"1188",0.14,0.8,100,0.17,FALSE
"1189",0.14,0.8,100,0.18,FALSE
"1190",0.14,0.8,100,0.19,FALSE
"1191",0.14,0.8,100,0.2,FALSE
"1192",0.14,0.8,100,0.21,FALSE
"1193",0.14,0.8,100,0.22,FALSE
"1194",0.14,0.8,100,0.23,FALSE
"1195",0.14,0.8,100,0.24,FALSE
"1196",0.14,0.8,100,0.25,FALSE
"1197",0.14,0.8,100,0.26,FALSE
"1198",0.14,0.8,100,0.27,FALSE
"1199",0.14,0.8,100,0.28,FALSE
"1200",0.14,0.8,100,0.29,FALSE
"1201",0.14,0.8,100,0.3,FALSE
"1202",0.14,0.8,100,0.31,FALSE
"1203",0.14,0.8,100,0.32,FALSE
"1204",0.14,0.8,100,0.33,FALSE
"1205",0.14,0.8,100,0.34,FALSE
"1206",0.14,0.8,100,0.35,FALSE
"1207",0.14,0.8,100,0.36,FALSE
"1208",0.14,0.8,100,0.37,FALSE
"1209",0.14,0.8,100,0.38,FALSE
"1210",0.14,0.8,100,0.39,FALSE
"1211",0.14,0.8,100,0.4,FALSE
"1212",0.14,0.8,100,0.41,FALSE
"1213",0.14,0.8,100,0.42,FALSE
"1214",0.14,0.8,100,0.43,FALSE
"1215",0.14,0.8,100,0.44,FALSE
"1216",0.14,0.8,100,0.45,FALSE
"1217",0.14,0.8,100,0.46,FALSE
"1218",0.14,0.8,100,0.47,FALSE
"1219",0.14,0.8,100,0.48,FALSE
"1220",0.14,0.8,100,0.49,FALSE
"1221",0.14,0.8,100,0.5,FALSE
"1222",0.14,0.8,100,0.51,FALSE
"1223",0.14,0.8,100,0.52,FALSE
"1224",0.14,0.8,100,0.53,FALSE
"1225",0.14,0.8,100,0.54,FALSE
"1226",0.14,0.8,100,0.55,FALSE
"1227",0.14,0.8,100,0.56,FALSE
"1228",0.14,0.8,100,0.57,FALSE
"1229",0.14,0.8,100,0.58,FALSE
"1230",0.14,0.8,100,0.59,FALSE
"1231",0.14,0.8,100,0.6,FALSE
"1232",0.14,0.8,100,0.61,FALSE
"1233",0.14,0.8,100,0.62,FALSE
"1234",0.14,0.8,100,0.63,FALSE
"1235",0.14,0.8,100,0.64,FALSE
"1236",0.14,0.8,100,0.65,FALSE
"1237",0.14,0.8,100,0.66,FALSE
"1238",0.14,0.8,100,0.67,FALSE
"1239",0.14,0.8,100,0.68,FALSE
"1240",0.14,0.8,100,0.69,FALSE
"1241",0.14,0.8,100,0.7,FALSE
"1242",0.14,0.8,100,0.71,FALSE
"1243",0.14,0.8,100,0.72,FALSE
"1244",0.14,0.8,100,0.73,FALSE
"1245",0.14,0.8,100,0.74,FALSE
"1246",0.14,0.8,100,0.75,FALSE
"1247",0.14,0.8,100,0.76,FALSE
"1248",0.14,0.8,100,0.77,FALSE
"1249",0.14,0.8,100,0.78,FALSE
"1250",0.14,0.8,100,0.79,FALSE
"1251",0.14,0.8,100,0.8,FALSE
"1252",0.14,0.8,100,0.81,FALSE
"1253",0.14,0.8,100,0.82,FALSE
"1254",0.14,0.8,100,0.83,FALSE
"1255",0.14,0.8,100,0.84,FALSE
"1256",0.14,0.8,100,0.85,FALSE
"1257",0.14,0.8,100,0.86,FALSE
