"","N.patches","out1","outk","diff","out.pred.1","out.pred.k","max.inf.1","max.inf.k"
"1",0,0,0,0,0,0,0,0
"2",1,42.0371468403188,42.0420938663664,0.000117668403083764,41.5533344280054,41.5533344280054,9419.9472763142,9419.4936785116
"3",2,42.0371468403188,42.0457804325439,0.000205337899219425,41.5533344280054,41.5532526858207,9419.9472763142,9419.86136739161
"4",3,42.0371468403188,42.0443356779907,0.000170982310837097,41.5533344280054,41.553225481204,9419.9472763142,9420.07646963687
"5",4,42.0371468403188,42.0456027702341,0.000201113299802335,41.5533344280054,41.5532118869023,9419.9472763142,9419.93315138583
"6",5,42.0371468403188,42.0478262018031,0.000253981298176552,41.5533344280054,41.5532037328817,9419.9472763142,9420.05595456074
"7",6,42.0371468403188,42.0514231546612,0.000339496579934409,41.5533344280054,41.5531982979344,9419.9472763142,9420.04221665389
"8",7,42.0371468403188,42.0484749633296,0.000269406275035608,41.5533344280054,41.5531944163513,9419.9472763142,9420.08487800279
"9",8,42.0371468403188,42.0473520494771,0.000242707534740473,41.5533344280054,41.5531915054496,9419.9472763142,9420.01360582626
"10",9,42.0371468403188,42.0460425912361,0.000211571657379643,41.5533344280054,41.553189241584,9419.9472763142,9420.06539016892
"11",10,42.0371468403188,42.0450680665539,0.000188398463823102,41.5533344280054,41.5531874305982,9419.9472763142,9420.00706281459
"12",11,42.0371468403188,42.0460073054761,0.000210732617079502,41.5533344280054,41.5531859489529,9419.9472763142,9419.96683253326
"13",12,42.0371468403188,42.0451701348685,0.000190825593615015,41.5533344280054,41.553184714297,9419.9472763142,9419.97196798782
"14",13,42.0371468403188,42.0444339563667,0.000173319399552311,41.5533344280054,41.5531836696225,9419.9472763142,9419.99840051284
"15",14,42.0371468403188,42.0455858344982,0.000200710586185561,41.5533344280054,41.5531827742123,9419.9472763142,9420.03852707365
"16",15,42.0371468403188,42.0455782167281,0.00020052944368682,41.5533344280054,41.5531819982089,9419.9472763142,9420.04641269617
"17",16,42.0371468403188,42.0443576000337,0.000171503624422022,41.5533344280054,41.5531813192201,9419.9472763142,9420.02429208189
"18",17,42.0371468403188,42.0437893630201,0.000157990580818402,41.5533344280054,41.5531807201235,9419.9472763142,9420.0518765466
"19",18,42.0371468403188,42.0434589640217,0.000150133311063405,41.5533344280054,41.5531801876018,9419.9472763142,9420.0755860592
"20",19,42.0371468403188,42.0435262278934,0.000151732933627024,41.5533344280054,41.553179711142,9419.9472763142,9420.04494007734
"21",20,42.0371468403188,42.0436020326166,0.000153535662637617,41.5533344280054,41.5531792823338,9419.9472763142,9420.03236402521
"22",21,42.0371468403188,42.043875006995,0.000160027273295021,41.5533344280054,41.5531788943691,9419.9472763142,9420.05555326629
"23",22,42.0371468403188,42.0431913537674,0.000143769139637102,41.5533344280054,41.5531785416776,9419.9472763142,9420.07367583609
"24",23,42.0371468403188,42.0435135369716,0.000151431127353136,41.5533344280054,41.5531782196581,9419.9472763142,9420.09365873234
"25",24,42.0371468403188,42.0429170010955,0.000137244539348545,41.5533344280054,41.5531779244762,9419.9472763142,9420.06656068949
"26",25,42.0371468403188,42.0431297250916,0.000142303506231176,41.5533344280054,41.5531776529111,9419.9472763142,9420.04422233876
"27",26,42.0371468403188,42.0430078407101,0.000139404878297085,41.5533344280054,41.5531774022375,9419.9472763142,9420.02391831734
"28",27,42.0371468403188,42.0427403635606,0.00013304373581235,41.5533344280054,41.5531771701339,9419.9472763142,9420.01059386753
"29",28,42.0371468403188,42.0432339154932,0.00014478132644716,41.5533344280054,41.5531769546105,9419.9472763142,9420.02971780146
"30",29,42.0371468403188,42.0432940712336,0.000146211923936027,41.5533344280054,41.553176753952,9419.9472763142,9420.01094722094
"31",30,42.0371468403188,42.0434645057892,0.000150265101715141,41.5533344280054,41.5531765666718,9419.9472763142,9420.01414997186
"32",31,42.0371468403188,42.0434897873517,0.00015086633067131,41.5533344280054,41.5531763914752,9419.9472763142,9420.031464514
"33",32,42.0371468403188,42.0435222585675,0.000151638538025292,41.5533344280054,41.5531762272291,9419.9472763142,9420.01548834996
"34",33,42.0371468403188,42.0437562486326,0.000157203088008222,41.5533344280054,41.553176072938,9419.9472763142,9420.00028878609
"35",34,42.0371468403188,42.0433401279621,0.000147307222128901,41.5533344280054,41.5531759277235,9419.9472763142,9420.01338811683
"36",35,42.0371468403188,42.0436827752897,0.000155455814986921,41.5533344280054,41.5531757908076,9419.9472763142,9420.02873615043
"37",36,42.0371468403188,42.0436912690832,0.000155657806602403,41.5533344280054,41.5531756614985,9419.9472763142,9420.0371405255
"38",37,42.0371468403188,42.0437919563499,0.000158052252708339,41.5533344280054,41.5531755391796,9419.9472763142,9420.05086656368
"39",38,42.0371468403188,42.0440153751836,0.000163365339952871,41.5533344280054,41.553175423299,9419.9472763142,9420.03930085167
"40",39,42.0371468403188,42.0445050702707,0.000175010502312958,41.5533344280054,41.5531753133612,9419.9472763142,9420.05243392546
"41",40,42.0371468403188,42.0448677204163,0.000183634305829117,41.5533344280054,41.5531752089207,9419.9472763142,9420.06502113406
"42",41,42.0371468403188,42.0448472316612,0.00018314708815389,41.5533344280054,41.5531751095752,9419.9472763142,9420.07652184922
"43",42,42.0371468403188,42.0445764673065,0.000176708332249966,41.5533344280054,41.5531750149606,9419.9472763142,9420.08223878118
"44",43,42.0371468403188,42.0445916340865,0.000177068999325657,41.5533344280054,41.553174924747,9419.9472763142,9420.08622277931
"45",44,42.0371468403188,42.0444733418207,0.000174255994179075,41.5533344280054,41.5531748386342,9419.9472763142,9420.07268979565
"46",45,42.0371468403188,42.0446427060225,0.000178283491576525,41.5533344280054,41.5531747563489,9419.9472763142,9420.08346327789
"47",46,42.0371468403188,42.0447011438376,0.000179673141044263,41.5533344280054,41.5531746776413,9419.9472763142,9420.092279463
"48",47,42.0371468403188,42.0447529201948,0.000180904378019356,41.5533344280054,41.5531746022832,9419.9472763142,9420.09307808593
"49",48,42.0371468403188,42.0448830576311,0.00018399902079954,41.5533344280054,41.5531745300652,9419.9472763142,9420.10236777703
"50",49,42.0371468403188,42.0450702913747,0.000188451368994017,41.5533344280054,41.5531744607949,9419.9472763142,9420.09011821484
"51",50,42.0371468403188,42.0453037954039,0.000194003951661241,41.5533344280054,41.5531743942956,9419.9472763142,9420.0784101249
"52",51,42.0371468403188,42.0452602494537,0.000192968460337894,41.5533344280054,41.5531743304043,9419.9472763142,9420.06800525208
"53",52,42.0371468403188,42.045444287153,0.000197344729610433,41.5533344280054,41.5531742689704,9419.9472763142,9420.05749283823
"54",53,42.0371468403188,42.0454897656505,0.000198426165996079,41.5533344280054,41.5531742098549,9419.9472763142,9420.0583244531
"55",54,42.0371468403188,42.0452768312877,0.00019336276465771,41.5533344280054,41.5531741529289,9419.9472763142,9420.0665935238
"56",55,42.0371468403188,42.0452904561875,0.000193686754932353,41.5533344280054,41.5531740980731,9419.9472763142,9420.07372663768
"57",56,42.0371468403188,42.0454987566211,0.00019863996264289,41.5533344280054,41.5531740451765,9419.9472763142,9420.08091606352
"58",57,42.0371468403188,42.0458644596131,0.000207335951021096,41.5533344280054,41.5531739941359,9419.9472763142,9420.07285495492
